,0
198,0.9986626
199,0.99978906
200,0.99996555
201,0.056641225
202,0.03546281
203,0.01616604
204,0.9726546
205,0.02165293
206,0.3216605
207,0.9998871
208,0.045661554
209,0.00503266
210,0.025002088
211,0.16807424
212,0.00769627
213,0.2910038
214,0.99982494
215,0.9970095
216,0.9931399
217,0.999537
218,0.999537
219,0.9998963
220,0.999537
221,0.999537
222,0.020297311
223,0.003979918
224,0.21951655
225,0.999537
226,0.25568607
227,0.999537
228,0.049326837
229,0.016330328
230,0.20122908
231,0.0025466331
232,0.04698573
233,0.16616136
234,0.9947655
235,0.042820837
236,0.0379963
237,0.054058146
238,0.07790013
239,0.033570897
240,0.010721964
241,0.17420825
242,0.021787548
243,0.19347863
244,0.07634407
245,0.37887987
246,0.18645373
247,0.21522236
248,0.008165261
249,0.9965186
250,0.079660356
251,0.0083487965
252,0.18547104
253,0.046148844
254,0.045165695
255,0.039542798
256,0.9275865
257,0.8993474
258,0.8993474
259,0.5956072
260,0.9192554
261,0.5983423
262,0.99291843
263,0.991251
264,0.5563575
265,0.8421376
266,0.058757856
267,0.87367254
268,0.99295914
269,0.9988361
270,0.99934274
271,0.9825759
272,0.9991998
273,0.9140884
274,0.96284777
275,0.9891354
276,0.9945532
277,0.9932682
278,0.9747741
279,0.99829036
280,0.9996929
281,0.9806373
282,0.99915254
283,0.9990879
284,0.98452574
285,0.98830193
286,0.98830193
287,0.9348001
288,0.9948198
289,0.0015210422
290,0.012296483
291,0.011506387
292,0.030485813
293,0.99960643
294,0.0052428986
295,0.04394643
296,0.014332341
297,0.06995665
298,0.99983597
299,0.31520757
300,0.05126854
301,0.022454735
302,0.002280104
303,0.06322191
304,0.0022212004
305,0.004941138
306,0.010631831
307,0.0029696557
308,0.51144636
309,0.04516025
310,0.90625733
311,0.0032232117
312,0.99957603
313,0.0028960218
314,0.0016150282
315,0.51144636
316,0.99966145
317,0.0031664846
318,0.9370727
319,0.9944839
320,0.036094557
321,0.018824643
322,0.02944195
323,0.010621344
324,0.08195885
325,0.38403547
326,0.7198679
327,0.044442397
328,0.7964388
329,0.028099
330,0.17388342
331,0.002232557
332,0.009325864
333,0.0016507832
334,0.0003667909
335,0.024968069
336,0.0061907894
337,0.0818399
338,0.04726605
339,0.007863497
340,0.04715639
341,0.10678125
342,0.0035636856
343,0.21295294
344,0.032024376
345,0.0979975
346,0.010978749
347,0.28366032
348,0.02113982
349,0.054623365
350,0.124471225
351,0.66810435
352,0.713767
353,0.01620437
354,0.13106012
355,0.84859174
356,0.4319665
357,0.010956295
358,0.04500383
359,0.0008173189
360,0.03338384
361,0.21457762
362,0.047143012
363,0.034262538
364,0.97438985
365,0.08544774
366,0.19961004
367,0.037424903
368,0.014975533
369,0.050405473
370,0.022928137
371,0.0047140047
372,0.042361356
373,0.1758256
374,0.024308601
375,0.004282155
376,0.035973664
377,0.006100008
378,0.0038006995
379,0.0030189394
380,0.01756969
381,0.43720123
382,0.05471617
383,0.14645748
384,0.031611126
385,0.4211042
386,0.059244126
387,0.013572353
388,0.03726982
389,0.10231166
390,0.0061904667
391,0.035299398
392,0.023845954
393,0.021126665
394,0.20894483
395,0.06954255
396,0.06774298
397,0.011186953
398,0.4687447
399,0.051542297
400,0.03823294
401,0.001451314
402,0.3741707
403,0.017822284
404,0.00089200976
405,0.0110122515
406,0.05430535
407,0.07806856
408,0.15084249
409,0.011788853
410,0.16967076
411,0.0059488015
412,0.00622605
413,0.033949573
414,0.04129773
415,0.0015350459
416,0.06823682
417,0.99992347
418,0.0011759391
419,0.06678785
420,0.0028611273
421,0.0007649016
422,0.15192676
423,0.0012658999
424,0.99977225
425,0.030660167
426,0.3240565
427,0.03906451
428,0.053842515
429,0.19467832
430,0.00885022
431,0.076089144
432,0.024266928
433,0.059154868
434,0.031262424
435,0.023845604
436,0.075069495
437,0.16049823
438,0.0003553182
439,0.15121226
440,0.184014
441,0.050341357
442,0.008422474
443,0.009316252
444,0.030335888
445,0.025467629
446,0.054926086
447,0.12983882
448,0.040669933
449,0.005655016
450,0.16964339
451,0.020037632
452,0.30053753
453,0.8098168
454,0.107118405
455,0.14183582
456,0.04149942
457,0.050833937
458,0.55070925
459,0.045414362
460,0.055338014
461,0.107659295
462,0.099808775
463,0.0036199843
464,0.11230182
465,0.035134684
466,0.9483119
467,0.016200144
468,0.01155816
469,0.013246847
470,0.9989266
471,0.99965703
472,0.042705506
473,0.06573152
474,0.0009722386
475,0.99955004
476,0.99890304
477,0.9947725
478,0.99893874
479,0.99727863
480,0.8991891
481,0.0016698566
482,0.04375908
483,0.99956995
484,0.0018627739
485,0.022445127
486,0.016511211
487,0.047841046
488,0.036115322
489,0.99979717
490,0.99950445
491,0.9995596
492,0.9996747
493,0.86326504
494,0.0066913324
495,0.999166
496,0.022737399
497,0.0025550772
498,0.99516124
499,0.9838833
500,0.9997609
501,0.99975544
502,0.9997681
503,0.9997335
504,0.9969489
505,0.99963856
506,0.9996587
507,0.9994342
508,0.9997278
509,0.99983835
510,0.9997459
511,0.97627866
512,0.05533222
513,0.9997986
514,0.9949885
515,0.9998093
516,0.10483559
517,0.99992824
518,0.99978954
519,0.068538055
520,0.790286
521,0.32185885
522,0.9996773
523,0.99885917
524,0.625703
525,0.9997999
526,0.93013597
527,0.01987671
528,0.98328745
529,0.99963737
530,0.9995546
531,0.06882238
532,0.046846252
533,0.9776741
534,0.09418096
535,0.9999014
536,0.7787535
537,0.99767035
538,0.018030876
539,0.9998988
540,0.99829537
541,0.997148
542,0.9227388
543,0.9977639
544,0.9732089
545,0.999863
546,0.97870857
547,0.99983203
548,0.99987507
549,0.9998865
550,0.9999144
551,0.99993527
552,0.999798
553,0.9999292
554,0.99994826
555,0.99983203
556,0.9995054
557,0.9997336
558,0.9998599
559,0.034646332
560,0.016520444
561,0.88328683
562,0.9999144
563,0.0012435137
564,0.046521455
565,0.070170335
566,0.04013053
567,0.021363419
568,0.34901783
569,0.003186551
570,0.9893315
571,0.013235981
572,0.9742053
573,0.016471682
574,0.0025490008
575,0.9991341
576,0.006596789
577,0.99975437
578,0.013991497
579,0.0034116763
580,0.48525074
581,0.002004722
582,0.017147698
583,0.008896698
584,0.98962796
585,0.010178681
586,0.6785087
587,0.70667577
588,0.48169136
589,0.0050309123
590,0.03239182
591,0.99993217
592,0.24152179
593,0.9997198
594,0.9999088
595,0.17025107
596,0.0062826225
597,0.98818624
598,0.9998745
599,0.4772384
600,0.99829537
601,0.9967348
602,0.07154811
603,0.96314967
604,0.03685766
605,0.9998933
606,0.99981934
607,0.9998659
608,0.9997814
609,0.999634
610,0.999835
611,0.9998691
612,0.9998659
613,0.15313521
614,0.99915564
615,0.9974854
616,0.99957687
617,0.9997116
618,0.9918359
619,0.99989796
620,0.99616987
621,0.05896419
622,0.9995704
623,0.9997315
624,0.032191493
625,0.9997762
626,0.99927825
627,0.9985606
628,0.99989796
629,0.99961
630,0.9985707
631,0.99884677
632,0.7319649
633,0.9578617
634,0.2075352
635,0.94853956
636,0.26685673
637,0.04078845
638,0.023479117
639,0.99984944
640,0.087937556
641,0.8137671
642,0.0101815155
643,0.8251839
644,0.007029031
645,0.0057551176
646,0.24709089
647,0.70500714
648,0.04777231
649,0.71670496
650,0.0032266225
651,0.94618195
652,0.0018968921
653,0.019849593
654,0.9998123
655,0.13533187
656,0.9437894
657,0.0013467092
658,0.054674592
659,0.973917
660,0.8778821
661,0.3168371
662,0.011382794
663,0.98975897
664,0.9995567
665,0.032697544
666,0.097716264
667,0.013115332
668,0.999798
669,0.6335391
670,0.006704968
671,0.054296564
672,0.5560141
673,0.13296197
674,0.30350193
675,0.99984264
676,0.024769686
677,0.013692915
678,0.13879989
679,0.7322792
680,0.0084515475
681,0.9494052
682,0.045766737
683,0.9992017
684,0.9998129
685,0.02685499
686,0.8982182
687,0.99926704
688,0.9994616
689,0.999908
690,0.031311672
691,0.8982182
692,0.9959521
693,0.99982184
694,0.015994078
695,0.02960294
696,0.014083874
697,0.00085110316
698,0.0023951603
699,0.0076212566
700,0.9999565
701,0.049799044
702,0.99780303
703,0.028191831
704,0.059979115
705,0.065314785
706,0.05572484
707,0.12005286
708,0.2678371
709,0.99336493
710,0.9982545
711,0.9947188
712,0.07880664
713,0.2678371
714,0.9998135
715,0.009722794
716,0.98697275
717,0.029390542
718,0.9998516
719,0.7531996
720,0.25912455
721,0.59667426
722,0.13969874
723,0.9959455
724,0.09109644
725,0.35488716
726,0.99914515
727,0.03557888
728,0.64426583
729,0.6110486
730,0.013596788
731,0.9999517
732,0.10208342
733,0.9997522
734,0.99249506
735,0.43288893
736,0.9261654
737,0.9996
738,0.01084914
739,0.05624266
740,0.0030131582
741,0.46858197
742,0.029420653
743,0.00056720217
744,0.009766055
745,0.034254428
746,0.533112
747,0.04938157
748,0.0929826
749,0.0807524
750,0.28862616
751,0.02474593
752,0.03341435
753,0.023506131
754,0.010504156
755,0.9998926
756,0.002315646
757,0.020001123
758,0.0016392908
759,0.12813729
760,0.036040757
761,0.9989893
762,0.22168282
763,0.24156788
764,0.0022031981
765,0.99975234
766,0.9996252
767,0.9997296
768,0.99891984
769,0.9996057
770,0.96171993
771,0.9979413
772,0.9977811
773,0.10590943
774,0.034651794
775,0.99957055
776,0.99905485
777,0.99422646
778,0.491039
779,0.9997925
780,0.19509636
781,0.49375278
782,0.121717185
783,0.0047349264
784,0.99959594
785,0.026881497
786,0.9992901
787,0.98653865
788,0.010245952
789,0.9759076
790,0.99932706
791,0.5510448
792,0.9579887
793,0.19229062
794,0.04005531
795,0.24240287
796,0.022797331
797,0.87351745
798,0.9990871
799,0.11533827
800,0.97160697
801,0.99904364
802,0.9998629
803,0.9763051
804,0.9996451
805,0.09698218
806,0.99958986
807,0.048237924
808,0.017784255
809,0.015247955
810,0.06316622
811,0.0040100534
812,0.31260815
813,0.0016535155
814,0.018693332
815,0.011100113
816,0.021789948
817,0.0054852567
818,0.021916188
819,0.006608039
820,0.024328329
821,0.026859907
822,0.022785107
823,0.037767246
824,0.012834281
825,0.0046725795
826,0.01635172
827,0.0053192144
828,0.12340545
829,0.0021706738
830,0.066854335
831,0.0031547393
832,0.0056371223
833,0.0048828893
834,0.015422213
835,0.030818969
836,0.058136337
837,0.18498331
838,0.027757473
839,0.0126708485
840,0.29995775
841,0.77253544
842,0.014450772
843,0.0010278333
844,0.12400094
845,0.01430097
846,0.1588305
847,0.0027451457
848,0.13329457
849,0.035921264
850,0.101982825
851,0.016531464
852,0.01872442
853,0.971032
854,0.02912383
855,0.47723055
856,0.99978155
857,0.9445871
858,0.57052374
859,0.99975747
860,0.0016076259
861,0.9968845
862,0.0060352925
863,0.9957878
864,0.99088085
865,0.024629006
866,0.09559543
867,0.9997241
868,0.9989942
869,0.28449032
870,0.81696826
871,0.028572023
872,0.22401057
873,0.9978543
874,0.31595695
875,0.05972093
876,0.052767955
877,0.9994679
878,0.0042239316
879,0.008965342
880,0.18645746
881,0.2060318
882,0.5309103
883,0.50740284
884,0.001881055
885,0.0057081175
886,0.3429378
887,0.52657914
888,0.05032814
889,0.0016393579
890,0.16703688
891,0.7541873
892,0.34373868
893,0.2189937
894,0.0035574262
895,0.018046424
896,0.052736882
897,0.16503276
898,0.0012900948
899,0.011161515
900,0.015717203
901,0.0031707908
902,0.0006245983
903,0.013222878
904,0.2797503
905,0.043835223
906,0.019802205
907,0.0023657999
908,0.9998702
909,0.006783503
910,0.9985324
911,0.08299616
912,0.00842639
913,0.0014431681
914,0.5045251
915,0.005255094
916,0.23531957
917,0.067351274
918,0.004273269
919,0.13841633
920,0.30899775
921,0.9688759
922,0.05918323
923,0.0125545105
924,0.9973514
925,0.13670714
926,0.38015836
927,0.006409397
928,0.87726796
929,0.09973448
930,0.93360126
931,0.4322186
932,0.43508503
933,0.03750169
934,0.62035733
935,0.99991703
936,0.9999429
937,0.15803672
938,0.99873835
939,0.827678
940,0.012072207
941,0.99944
942,0.9994974
943,0.99852186
944,0.99952495
945,0.9969433
946,0.99885046
947,0.9994259
948,0.9956593
949,0.99712914
950,0.99872714
951,0.99950755
952,0.99853194
953,0.052339017
954,0.0010459692
955,0.2679751
956,0.11129315
957,0.11118199
958,0.49855554
959,0.7618603
960,0.45697385
961,0.011732457
962,0.24657814
963,0.9998704
964,0.044658996
965,0.067100495
966,0.99974746
967,0.023023698
968,0.2749772
969,0.024001539
970,0.020205973
971,0.011732457
972,0.019829277
973,0.02040966
974,0.0031323468
975,0.054536693
976,0.020082619
977,0.058107115
978,0.0037947297
979,0.027055234
980,0.01300704
981,0.9999281
982,0.6474307
983,0.1022834
984,0.14006884
985,0.99984074
986,0.5431604
987,0.9246075
988,0.09345495
989,0.7810727
990,0.027394012
991,0.008779773
992,0.008382938
993,0.0008252929
994,0.010877822
995,0.5619512
996,0.85014796
997,0.038101017
998,0.4736564
999,0.017364474
1000,0.9985927
1001,0.48845905
1002,0.010679541
1003,0.042727474
1004,0.23893543
1005,0.042727474
1006,0.003075716
1007,0.0045343577
1008,0.9994568
1009,0.0018753901
1010,0.06941309
1011,0.006991139
1012,0.99990594
1013,0.9637866
1014,0.14323103
1015,0.16362315
1016,0.0056645847
1017,0.052950703
1018,0.005508668
1019,0.042727474
1020,0.016628245
1021,0.028210599
1022,0.18509491
1023,0.101691544
1024,0.99720937
1025,0.99988806
1026,0.084055185
1027,0.7946524
1028,0.2697332
1029,0.009040258
1030,0.9977495
1031,0.69832253
1032,0.033419438
1033,0.7715358
1034,0.017040148
1035,0.89036185
1036,0.04622232
1037,0.20940612
1038,0.12584935
1039,0.99986136
1040,0.053065658
1041,0.9999323
1042,0.28233632
1043,0.99981326
1044,0.040612943
1045,0.0026061845
1046,0.08218273
1047,0.06302032
1048,0.20629637
1049,0.04277466
1050,0.40265077
1051,0.040612943
1052,0.99951947
1053,0.034015216
1054,0.9996836
1055,0.9997689
1056,0.9993243
1057,0.9998807
1058,0.9706495
1059,0.99809104
1060,0.99960774
1061,0.9995135
1062,0.9996835
1063,0.8704482
1064,0.99993825
1065,0.999508
1066,0.9998877
1067,0.9991167
1068,0.9991099
1069,0.99979407
1070,0.99957615
1071,0.9995666
1072,0.9998877
1073,0.9992705
1074,0.99979836
1075,0.029845655
1076,0.005051596
1077,0.06846301
1078,0.02528002
1079,0.0014805002
1080,0.11737318
1081,0.05024156
1082,0.008902489
1083,0.15621388
1084,0.11285325
1085,0.11318129
1086,0.033589028
1087,0.6154411
1088,0.19761446
1089,0.027037693
1090,0.08633594
1091,0.012231823
1092,0.1409159
1093,0.16514678
1094,0.08328525
1095,0.027343381
1096,0.04819233
1097,0.0081269955
1098,0.02633243
1099,0.0634391
1100,0.99985254
1101,0.01428887
1102,0.029375616
1103,0.017275054
1104,0.041822005
1105,0.030395119
1106,0.031387504
1107,0.20290785
1108,0.0027138158
1109,0.0060272603
1110,0.05699771
1111,0.03775867
1112,0.013948743
1113,0.019029573
1114,0.0049360106
1115,0.052414715
1116,0.030776883
1117,0.34585547
1118,0.23530492
1119,0.9954249
1120,0.99989307
1121,0.020059066
1122,0.009708311
1123,0.0037166167
1124,0.9998822
1125,0.047286633
1126,0.5767723
1127,0.019239474
1128,0.99985635
1129,0.9998287
1130,0.12737234
1131,0.004023359
1132,0.9998727
1133,0.9757548
1134,0.40323225
1135,0.05008654
1136,0.49006486
1137,0.18569237
1138,0.037009943
1139,0.15718603
1140,0.99543154
1141,0.14605895
1142,0.41565287
1143,0.0032133001
1144,0.24668755
1145,0.03607205
1146,0.99979967
1147,0.9966545
1148,0.045209065
1149,0.99543154
1150,0.99548185
1151,0.0059804744
1152,0.0016071995
1153,0.045594323
1154,0.41660655
1155,0.0814977
1156,0.044972107
1157,0.020502487
1158,0.0051554325
1159,0.023542413
1160,0.8090333
1161,0.012234773
1162,0.12331873
1163,0.045594323
1164,0.053816114
1165,0.9985253
1166,0.15398861
1167,0.18533903
1168,0.2682048
1169,0.13793424
1170,0.9581003
1171,0.27745503
1172,0.18533903
1173,0.18533903
1174,0.18533903
1175,0.10442542
1176,0.25826237
1177,0.999813
1178,0.122188926
1179,0.99981207
1180,0.2250325
1181,0.19871989
1182,0.7460656
1183,0.99987245
1184,0.99962926
1185,0.0046039727
1186,0.0925253
1187,0.039290767
1188,0.062306765
1189,0.99957114
1190,0.06530052
1191,0.99957114
1192,0.010494244
1193,0.05854529
1194,0.0137994
1195,0.99957114
1196,0.0058004693
1197,0.010598123
1198,0.004742516
1199,0.007516153
1200,0.02355216
1201,0.00048124106
1202,0.0020807658
1203,0.98551166
1204,0.9995671
1205,0.018132359
1206,0.8773236
1207,0.9987286
1208,0.083352156
1209,0.9994785
1210,0.44769022
1211,0.6458768
1212,0.14679548
1213,0.062437657
1214,0.9998776
1215,0.9992537
1216,0.99929917
1217,0.9996867
1218,0.055277254
1219,0.2165865
1220,0.93641555
1221,0.018407036
1222,0.020820616
1223,0.044800155
1224,0.7485219
1225,0.45442253
1226,0.17601717
1227,0.81553704
1228,0.99179256
1229,0.04455899
1230,0.032679427
1231,0.9997764
1232,0.99993515
1233,0.99859077
1234,0.99859077
1235,0.07277086
1236,0.9999238
1237,0.23831977
1238,0.18901677
1239,0.42658317
1240,0.16051264
1241,0.9996044
1242,0.15010594
1243,0.9998227
1244,0.99859077
1245,0.0029828402
1246,0.999658
1247,0.99979013
1248,0.08730499
1249,0.6881472
1250,0.39046764
1251,0.029699765
1252,0.9997906
1253,0.9997011
1254,0.8073921
1255,0.98054916
1256,0.99843735
1257,0.99964356
1258,0.98289317
1259,0.99970716
1260,0.001457682
1261,0.010946864
1262,0.0235217
1263,0.02453925
1264,0.0007124073
1265,0.05861786
1266,0.17047611
1267,0.05574145
1268,0.000641927
1269,0.00229061
1270,0.005051366
1271,0.011888509
1272,0.0063088113
1273,0.005110955
1274,0.0018909735
1275,0.001269272
1276,0.11229706
1277,0.0060350043
1278,0.25623763
1279,0.9999237
1280,0.99990845
1281,0.9999237
1282,0.9999474
1283,0.00587138
1284,0.9999223
1285,0.09216246
1286,0.07375591
1287,0.005214763
1288,0.9998752
1289,0.046647653
1290,0.55960405
1291,0.073260605
1292,0.971965
1293,0.09915367
1294,0.06735571
1295,0.2988992
1296,0.17467405
1297,0.9944019
1298,0.0114993695
1299,0.0114993695
1300,0.006255497
1301,0.9983531
1302,0.9983531
1303,0.0114993695
1304,0.999445
1305,0.05959891
1306,0.92528784
1307,0.9942608
1308,0.81585336
1309,0.001741012
1310,0.987743
1311,0.9928677
1312,0.009704342
1313,0.025990961
1314,0.9938589
1315,0.9975727
1316,0.98790026
1317,0.999941
1318,0.013117845
1319,0.99980325
1320,0.9999081
1321,0.99902856
1322,0.9991823
1323,0.95631015
1324,0.9988819
1325,0.4411484
1326,0.99820447
1327,0.9997545
1328,0.933308
1329,0.99976164
1330,0.9999285
1331,0.65842
1332,0.09471545
1333,0.012029438
1334,0.009237053
1335,0.029238077
1336,0.0016029746
1337,0.0010596436
1338,0.0055517755
1339,0.005898513
1340,0.03182866
1341,0.0059585543
1342,0.24339727
1343,0.0412738
1344,0.020552324
1345,0.0040174704
1346,0.031204866
1347,0.014974266
1348,0.0704871
1349,0.0016029746
1350,0.022131888
1351,0.04957629
1352,0.99970144
1353,0.03097142
1354,0.050189316
1355,0.99983764
1356,0.028521297
1357,0.11942142
1358,0.005248141
1359,0.059609964
1360,0.0024290162
1361,0.012691236
1362,0.020971166
1363,0.015281219
1364,0.0011732717
1365,0.11044676
1366,0.017674185
1367,0.066768244
1368,0.05934851
1369,0.29258767
1370,0.013302547
1371,0.05934851
1372,0.59523726
1373,0.24237585
1374,0.20368452
1375,0.06916636
1376,0.08001124
1377,0.012817455
1378,0.99601597
1379,0.99570364
1380,0.9997639
1381,0.53079236
1382,0.9997335
1383,0.99625057
1384,0.0013501748
1385,0.034116592
1386,0.017294396
1387,0.01785093
1388,0.013656701
1389,0.9997639
1390,0.9997913
1391,0.9998023
1392,0.99951494
1393,0.014645684
1394,0.99889034
1395,0.041839667
1396,0.99925286
1397,0.99951136
1398,0.8581277
1399,0.120123245
1400,0.016006533
1401,0.20807779
1402,0.00515353
1403,0.040440377
1404,0.6907546
1405,0.113022774
1406,0.04654432
1407,0.13388008
1408,0.005391557
1409,0.36031565
1410,0.9486668
1411,0.0005483081
1412,0.14668502
1413,0.01677251
1414,0.079826154
1415,0.99993396
1416,0.13757232
1417,0.13757232
1418,0.033468664
1419,0.9746373
1420,0.049409814
1421,0.029795436
1422,0.99979395
1423,0.99179393
1424,0.14668502
1425,0.20247059
1426,0.0034578703
1427,0.014095777
1428,0.0063591306
1429,0.9981839
1430,0.99966323
1431,0.028712748
1432,0.99980456
1433,0.20986131
1434,0.99847776
1435,0.9998141
1436,0.9993111
1437,0.6770569
1438,0.99908674
1439,0.9997012
1440,0.99990916
1441,0.999856
1442,0.99982786
1443,0.9999325
1444,0.9878011
1445,0.9998703
1446,0.999778
1447,0.92406404
1448,0.9997559
1449,0.9997471
1450,0.3178663
1451,0.07538501
1452,0.77903426
1453,0.7800548
1454,0.16407728
1455,0.023235112
1456,0.9851053
1457,0.99799854
1458,0.35755077
1459,0.9997042
1460,0.9995828
1461,0.99979335
1462,0.9985349
1463,0.99970406
1464,0.046969805
1465,0.009140396
1466,0.0017298177
1467,0.11844555
1468,0.015330781
1469,0.048963953
1470,0.024001071
1471,0.006595368
1472,0.0054260525
1473,0.11440347
1474,0.008143075
1475,0.0042025396
1476,0.1950638
1477,0.99862564
1478,0.059157576
1479,0.0031056213
1480,0.7244442
1481,0.006191144
1482,0.32338807
1483,0.009551078
1484,0.99819934
1485,0.99979085
1486,0.43418315
1487,0.065338135
1488,0.0036575326
1489,0.006191144
1490,0.114361115
1491,0.14886166
1492,0.028934613
1493,0.9501319
1494,0.99970394
1495,0.005433085
1496,0.005433085
1497,0.01319884
1498,0.9982332
1499,0.01537447
1500,0.015840352
1501,0.99589753
1502,0.018639773
1503,0.056808207
1504,0.6310465
1505,0.99906164
1506,0.16901241
1507,0.26983047
1508,0.66216224
1509,0.9926301
1510,0.08205249
1511,0.06666589
1512,0.9994993
1513,0.98348963
1514,0.8783229
1515,0.9999013
1516,0.9999013
1517,0.38388312
1518,0.25300848
1519,0.17517346
1520,0.008828922
1521,0.09053933
1522,0.99993956
1523,0.9999269
1524,0.998874
1525,0.99922585
1526,0.050827824
1527,0.28083107
1528,0.99967957
1529,0.9689521
1530,0.010883663
1531,0.9994179
1532,0.9999548
1533,0.9996753
1534,0.99624
1535,0.030182857
1536,0.99988496
1537,0.99988496
1538,0.99671835
1539,0.0010294204
1540,0.0016178765
1541,0.109978735
1542,0.999833
1543,0.9997842
1544,0.99988496
1545,0.33770218
1546,0.094676234
1547,0.9866701
1548,0.99977654
1549,0.414689
1550,0.064090826
1551,0.12279322
1552,0.0015643501
1553,0.17737064
1554,0.18822724
1555,0.0014870854
1556,0.35506442
1557,0.0059517464
1558,0.11905595
1559,0.06650971
1560,0.82489467
1561,0.24285014
1562,0.009809216
1563,0.15233554
1564,0.22147639
1565,0.07409208
1566,0.040296804
1567,0.09537145
1568,0.024458569
1569,0.074331895
1570,0.96369684
1571,0.6076792
1572,0.037498765
1573,0.09999731
1574,0.0058661867
1575,0.7028378
1576,0.93406117
1577,0.02466875
1578,0.010461941
1579,0.033421088
1580,0.9083098
1581,0.0019769047
1582,0.28042397
1583,0.021224547
1584,0.00088743784
1585,0.9995797
1586,0.99979705
1587,0.98909634
1588,0.99980253
1589,0.09018247
1590,0.99979705
1591,0.99965477
1592,0.19079135
1593,0.15520112
1594,0.9998442
1595,0.7060581
1596,0.99909556
1597,0.999726
1598,0.99987376
1599,0.7939481
1600,0.9998548
1601,0.059768952
1602,0.75619704
1603,0.13472866
1604,0.33283177
1605,0.15786761
1606,0.45384914
1607,0.82845294
1608,0.6328694
1609,0.9286677
1610,0.9997856
1611,0.5153532
1612,0.9998684
1613,0.44526324
1614,0.028454488
1615,0.99982065
1616,0.12960973
1617,0.9997106
1618,0.010033093
1619,0.010051761
1620,0.9929408
1621,0.10578307
1622,0.52474284
1623,0.9992692
1624,0.020514484
1625,0.00306425
1626,0.04903488
1627,0.007885338
1628,0.011721174
1629,0.0006523662
1630,0.002047057
1631,0.09140707
1632,0.23835687
1633,0.0072618425
1634,0.06789988
1635,0.046028826
1636,0.4826826
1637,0.21580225
1638,0.1442938
1639,0.022260236
1640,0.05865097
1641,0.24022453
1642,0.73711455
1643,0.0041592154
1644,0.038141374
1645,0.007341009
1646,0.0042271316
1647,0.20751597
1648,0.0077078408
1649,0.018521588
1650,0.080796026
1651,0.0012953792
1652,0.9637512
1653,0.9997459
1654,0.99967074
